"caseid","casestr","year","config","veh_no","veh_year","veh_make","veh_model","veh_wt","veh_plane","veh_severity","front_ab","edr_cdc","edr_deploy","edr_speed","edr_dV_long","event_no","sw_deploy"
"178009043","2005-43-047","2005","Rear end",2,2004,"CHEVROLET","TRAILBLAZER (2003+)","2092","Top","Moderate","Not deployed","Event# 2 99L99999","Deployment",NA,-19.4,2,"Not deployed"
"149007857","2005-02-016","2005","Rear end",1,2001,"SATURN","SL","1058","Back","Moderate","Deployed during crash (as a result of impact)","Event# 2 72RYEW02","Deployment",22,-25.87,2,"Deployed"
"530003941","2005-47-134","2005","Head-on",2,2002,"PONTIAC","FIREBIRD/TRANS AM","1575","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FLEW03","Deployment",8,-32.47,1,"Deployed"
"178009185","2005-43-090","2005","Rear end",3,1998,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1563","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-14.48,1,"Deployed"
"173008351","2005-12-062","2005","Angle/sideswipe",1,2002,"PONTIAC","GRAND AM","1413","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FLEE04","Deployment",48,-19.31,2,"Deployed"
"173008349","2005-12-060","2005","Head-on",2,2005,"CHEVROLET","UPLANDER","1964","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FLEW04","Deployment",48,-30.28,1,"Deployed"
"174007698","2005-13-030","2005","Angle/sideswipe",1,1998,"PONTIAC","GRAND AM","1405","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 70LFEW04","Deployment",NA,-20.18,1,"Deployed"
"169008573","2005-11-043","2005","Angle/sideswipe",1,2003,"CHEVROLET","S-10 BLAZER, BLAZER","1638","Top","Moderate","Not deployed","Event# 2 00TDDO03","Non Deployment",10,0,2,"Not deployed"
"168008448","2005-09-049","2005","Object off road",1,2002,"CHEVROLET","CAVALIER","1238","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW04","Deployment",35,-11.85,1,"Deployed"
"173008105","2005-12-004","2005","Rollover",1,2002,"OLDSMOBILE","ALERO","1371","Left","Moderate","Not deployed","Event# 1 00LDAO02","Non Deployment",7,-2.19,1,"Not deployed"
"530003457","2005-47-033","2005","Angle/sideswipe",1,1999,"CHEVROLET","S-10 BLAZER, BLAZER","1711","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",NA,-26.77,1,"Deployed"
"155008828","2005-81-067","2005","Angle/sideswipe",1,1998,"OLDSMOBILE","DELTA 88","1567","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW01","Deployment",NA,-8.56,1,"Deployed"
"173008945","2005-12-187","2005","Angle/sideswipe",1,2000,"CADILLAC","SEVILLE","1801","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 02FDES02","Deployment",40,-6.06,1,"Deployed"
"173008945","2005-12-187","2005","Angle/sideswipe",2,2005,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1516","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FZEW02","Deployment",12,-20.46,2,"Deployed"
"178009645","2005-43-205","2005","Angle/sideswipe",1,1998,"CHEVROLET","MALIBU (1997+)","1406","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RFEW02","Deployment",NA,-13.6,1,"Deployed"
"178009645","2005-43-205","2005","Angle/sideswipe",2,2001,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1335","Front","Moderate","Not deployed","Event# 1 10FYEW01","Non Deployment",10,-3.73,1,"Not deployed"
"149008318","2005-02-074","2005","Rear end",2,2004,"CHEVROLET","CAVALIER","1247","Back","Minor","Not deployed","Event# 1 06BREE02","Non Deployment",44,-2.19,1,"Not deployed"
"613008598","2005-48-139","2005","Rear end",1,2003,"CHEVROLET","S-10/T-10","1425","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",35,-17.55,1,"Not deployed"
"177008649","2005-41-109","2005","Angle/sideswipe",2,2004,"FORD","F-SERIES PICKUP","5080","Left","Minor","Not deployed","Event# 1 10LFEE01","Non Deployment",NA,-5.82,1,"Not deployed"
"613008446","2005-48-086","2005","Angle/sideswipe",1,2002,"BUICK","CENTURY","1530","Left","Moderate","Not deployed","Event# 1 07LYEW99","Non Deployment",7,-0.88,1,"Not deployed"
"179008352","2005-45-047","2005","Object off road",1,2001,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1182","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 12LYAW02","Deployment",35,-5.16,1,"Deployed"
"169009293","2005-11-151","2005","Angle/sideswipe",1,1998,"SATURN","SC","1055","Left","Moderate","Not deployed","Event# 1 10LZAW04","Non Deployment",NA,-2.85,1,"Not deployed"
"168008801","2005-09-112","2005","Angle/sideswipe",2,2001,"CHEVROLET","C, K, R, V-SERIES PICKUP","2151","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RZEW04","Non Deployment",22,-10.53,1,"Deployed"
"173008848","2005-12-168","2005","Object on road",1,2005,"CHEVROLET","COLORADO","1447","Front","Minor","Deployed during crash (as a result of impact)","Event# 1 12F9E999","Deployment",53,-2.48,1,"Deployed"
"173008847","2005-12-167","2005","Object off road",1,2002,"CHEVROLET","S-10 BLAZER, BLAZER","1638","Front","Moderate","Not deployed","Event# 2 12FDEW02","Non Deployment",42,-9.65,2,"Not deployed"
"169009076","2005-11-108","2005","Object off road",1,2003,"GMC","JIMMY/TYPHOON/ENVOY","2094","Top","Moderate","Deployed during crash (as a result of impact)","Event# 2 00TDDO03","Non Deployment",39,-17.67,2,"Deployed"
"169008813","2005-11-066","2005","Angle/sideswipe",1,2003,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1690","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 70LFEW05","Deployment",14,-22.01,1,"Deployed"
"613008227","2005-48-034","2005","Angle/sideswipe",2,2002,"BUICK","CENTURY","1530","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",40,-25.45,1,"Deployed"
"169008934","2005-11-083","2005","Object off road",1,2001,"FORD","EXCURSION","3261","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",NA,-7.71,1,"Deployed"
"173008306","2005-12-052","2005","Angle/sideswipe",2,2002,"CHEVROLET","CAVALIER","1238","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Deployment",21,-18.87,1,"Deployed"
"151008351","2005-49-048","2005","Angle/sideswipe",1,1999,"PONTIAC","GRAND AM","1413","Right","Severe","Deployed during crash (as a result of impact)","Event# 1 11LPEW01","Non Deployment",NA,-12.94,1,"Deployed"
"150008244","2005-82-040","2005","Head-on",2,2003,"OLDSMOBILE","ALERO","1382","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",8,-10.97,1,"Deployed"
"613009008","2005-48-261","2005","Angle/sideswipe",2,2002,"LINCOLN","CONTINENTAL (THRU '81)/TOWN CAR","2146","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-11.61,1,"Deployed"
"168009182","2005-09-176","2005","Rear end",2,2002,"FORD","RANGER","1502","Back","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",NA,-5.82,1,"Not deployed"
"149007876","2005-02-017","2005","Head-on",1,1998,"CHEVROLET","CAVALIER","1148","Front","Moderate","Not deployed","Event# 1 01FZEW01","Non Deployment",NA,-3.51,1,"Not deployed"
"151007969","2005-49-002","2005","Angle/sideswipe",2,1999,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2050","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-18.65,1,"Deployed"
"173008185","2005-12-023","2005","Angle/sideswipe",2,2003,"GMC","JIMMY/TYPHOON/ENVOY","2094","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",34,-9.3,1,"Not deployed"
"180008133","2005-04-073","2005","Head-on",1,2004,"CADILLAC","DEVILLE/FLEETWOOD","1804","Front","Moderate","Not deployed","Event# 1 12F99999","Non Deployment",15,-4.65,1,"Not deployed"
"162008219","2005-73-004","2005","Angle/sideswipe",1,2004,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2235","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12LYEW02","Non Deployment",22,-17.67,1,"Deployed"
"178009445","2005-43-164","2005","Rear end",2,2003,"CHEVROLET","MALIBU (1997+)","1408","Front","Moderate","Not deployed","Event# 1 12FDEW99","Non Deployment",0,-10.97,1,"Not deployed"
"173008705","2005-12-133","2005","Rollover",1,2004,"CHEVROLET","TRAILBLAZER (2003+)","2165","Top","Moderate","Not deployed","Event# 1 00TYDO04","Non Deployment",24,-1.55,1,"Not deployed"
"173008589","2005-12-111","2005","Object off road",1,2004,"CHEVROLET","CAVALIER","1188","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 81FDEW01","Deployment",53,-10.09,1,"Deployed"
"173008706","2005-12-134","2005","Object off road",1,1998,"CHEVROLET","CAVALIER","1193","Top","Severe","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Non Deployment",NA,-15.36,1,"Deployed"
"150008264","2005-82-043","2005","Angle/sideswipe",1,2002,"CHEVROLET","AVALANCHE","2927","Front","Moderate","Not deployed","Event# 1 10FLEE05","Non Deployment",25,-12.29,1,"Not deployed"
"173008708","2005-12-136","2005","Object on road",1,2004,"CHEVROLET","MALIBU (1997+)","1409","Undercarriage","Unknown","Not deployed","Event# 1 12UDDW99","Non Deployment",57,-1.32,1,"Not deployed"
"178009222","2005-43-099","2005","Angle/sideswipe",1,1998,"SATURN","SW","1085","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW03","Deployment",NA,-39.71,1,"Deployed"
"168008361","2005-09-030","2005","Angle/sideswipe",1,2003,"CHEVROLET","CAVALIER","1188","Right","Severe","Not deployed","Event# 1 03RDEW03","Non Deployment",6,-2.19,1,"Not deployed"
"334007902","2005-06-072","2005","Angle/sideswipe",2,1999,"OLDSMOBILE","INTRIGUE","1570","Left","Moderate","Not deployed","Event# 1 10LYEW03","Non Deployment",NA,-3.73,1,"Not deployed"
"178009223","2005-43-100","2005","Angle/sideswipe",1,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","2151","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FLAE09","Deployment",58,-15.36,1,"Deployed"
"182003875","2005-47-118","2005","Object off road",1,2005,"CHEVROLET","C, K, R, V-SERIES PICKUP","1962","Right","Moderate","Not deployed","Event# 1 02RBEW03","Non Deployment",62,-5.27,1,"Not deployed"
"613008349","2005-48-068","2005","Angle/sideswipe",1,1999,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1563","Left","Severe","Deployed during crash (as a result of impact)","Event# 1 10LFEW04","Deployment",NA,-12.94,1,"Deployed"
"151008373","2005-49-055","2005","Angle/sideswipe",1,1999,"CHEVROLET","C, K, R, V-SERIES PICKUP","1975","Right","Moderate","Not deployed","Event# 1 02RZEW03","Non Deployment",NA,-7.68,1,"Not deployed"
"179009151","2005-45-218","2005","Head-on",1,2005,"CHEVROLET","IMPALA/CAPRICE","1572","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FZEW04","Deployment",59,-26.97,1,"Deployed"
"177008827","2005-41-131","2005","Angle/sideswipe",1,1997,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1471","Left","Severe","Not deployed","Event# 1 09LZAW05","Non Deployment",0,0,1,"Not deployed"
"613008110","2005-48-003","2005","Rear end",1,2003,"GMC","FULLSIZE JIMMY/YUKON","2336","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",31,-5.58,1,"Not deployed"
"173009090","2005-12-223","2005","Object off road",1,1998,"OLDSMOBILE","INTRIGUE","1567","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12F99999","Non Deployment",NA,-13.16,1,"Deployed"
"530003658","2005-47-054","2005","Angle/sideswipe",1,2002,"FORD","ESCAPE","1402","Left","Moderate","Not deployed","Event# 1 09LYAW03","Non Deployment",NA,-10.88,1,"Not deployed"
"178009565","2005-43-187","2005","Object off road",1,1999,"CHEVROLET","C, K, R, V-SERIES PICKUP","1971","Top","Moderate","Not deployed","Event# 1 12FDEW02","Non Deployment",NA,-7.9,1,"Not deployed"
"613008558","2005-48-130","2005","Rear end",1,2004,"OLDSMOBILE","ALERO","1409","Front","Moderate","Not deployed","Event# 1 12FDEW02","Non Deployment",14,-0.88,1,"Not deployed"
"178009563","2005-43-185","2005","Angle/sideswipe",1,1996,"SATURN","SW","1137","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RYEW04","Non Deployment",NA,-22.6,1,"Deployed"
"173008805","2005-12-156","2005","Angle/sideswipe",1,2005,"CHEVROLET","CAVALIER","1214","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 82RFEE03","Deployment",13,-5.27,1,"Deployed"
"169009033","2005-11-096","2005","Object off road",1,2002,"LINCOLN","CONTINENTAL (82-ON)","1745","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREE09","Deployment",NA,-33.92,1,"Deployed"
"174008458","2005-13-153","2005","Object off road",1,2001,"CHEVROLET","CAVALIER","1187","Back","Moderate","Not deployed","Event# 1 06BDHW02","Non Deployment",62,-0.88,1,"Not deployed"
"169009219","2005-11-136","2005","Angle/sideswipe",2,2002,"SATURN","SL","1085","Left","Moderate","Not deployed","Event# 1 10LFEW02","Non Deployment",4,-8.34,1,"Not deployed"
"150008366","2005-82-058","2005","Angle/sideswipe",2,1996,"CHEVROLET","CAVALIER","1214","Right","Moderate","Not deployed","Event# 1 01RFEW02","Non Deployment",NA,-6.58,1,"Not deployed"
"179008913","2005-45-170","2005","Head-on",2,1995,"PONTIAC","GRAND PRIX (FWD)","1493","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-19.42,1,"Deployed"
"152008401","2005-08-094","2005","Rear end",1,2003,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Front","Unknown","Not deployed","Event# 1 99999999","Non Deployment",34,-10.54,1,"Not deployed"
"197008327","2005-76-020","2005","Head-on",1,1995,"CHEVROLET","GEO METRO","880","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 01FDEW05","Deployment",NA,-17.33,1,"Deployed"
"150008205","2005-82-038","2005","Angle/sideswipe",2,2003,"FORD","RANGER","1498","Front","Minor","Not deployed","Event# 1 12FREW99","Non Deployment",NA,-6.87,1,"Not deployed"
"178009243","2005-43-106","2005","Angle/sideswipe",1,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LFEE04","Non Deployment",45,-15.5,1,"Deployed"
"173009129","2005-12-229","2005","Angle/sideswipe",2,1998,"OLDSMOBILE","CUTLASS (FWD)","1353","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-12.94,1,"Deployed"
"177007966","2005-41-017","2005","Angle/sideswipe",1,2001,"LINCOLN","NAVIGATOR","2606","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RYEW02","Non Deployment",NA,-7.75,1,"Deployed"
"604007752","2005-04-012","2005","Angle/sideswipe",2,2003,"BUICK","CENTURY","1528","Right","Moderate","Not deployed","Event# 1 99999999","Non Deployment",14,-13.6,1,"Not deployed"
"149008559","2005-02-103","2005","Rear end",3,2001,"FORD","EXPEDITION","2424","Front","Unknown","Not deployed","Event# 1 99999999","Non Deployment",NA,-4.39,1,"Not deployed"
"173009109","2005-12-226","2005","Angle/sideswipe",1,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Left","Moderate","Not deployed","Event# 1 11LYEW02","Non Deployment",9,-3.1,1,"Not deployed"
"159008320","2005-75-022","2005","Angle/sideswipe",1,1998,"BUICK","SOMERSET(85-87)/SKYLARK(86-ON)","1354","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW03","Deployment",NA,-16.02,1,"Deployed"
"169008838","2005-11-070","2005","Head-on",1,2001,"MERCURY","SABLE","1533","Right","Moderate","Not deployed","Event# 1 03RZEW01","Non Deployment",NA,-3.34,1,"Not deployed"
"173008129","2005-12-012","2005","Object off road",1,1999,"OLDSMOBILE","BRAVADA","1864","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW01","Deployment",NA,-17.99,1,"Deployed"
"152007984","2005-08-031","2005","Angle/sideswipe",1,2001,"OLDSMOBILE","BRAVADA","1903","Front","Unknown","Not deployed","Event# 1 99F99999","Non Deployment",11,0,1,"Not deployed"
"152007984","2005-08-031","2005","Angle/sideswipe",2,2004,"PONTIAC","GRAND AM","1413","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RDES01","Deployment",14,-6.58,1,"Deployed"
"151008149","2005-49-020","2005","Object off road",1,2002,"FORD","F-SERIES PICKUP","2568","Front","Moderate","Not deployed","Event# 2 12FCEN02","Non Deployment",NA,-5.72,2,"Not deployed"
"173008547","2005-12-100","2005","Angle/sideswipe",1,2003,"CHEVROLET","CAVALIER","1188","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RZEW02","Non Deployment",27,-6.58,1,"Deployed"
"174007919","2005-13-075","2005","Head-on",1,1996,"CHEVROLET","CAVALIER","1142","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW03","Deployment",NA,-16.24,1,"Deployed"
"910003193","2005-50-022","2005","Angle/sideswipe",1,2003,"GMC","FULLSIZE JIMMY/YUKON","2336","Right","Moderate","Not deployed","Event# 1 01R99999","Non Deployment",67,-3.72,1,"Not deployed"
"178009205","2005-43-096","2005","Angle/sideswipe",2,2004,"CHEVROLET","IMPALA/CAPRICE","1537","Left","Moderate","Not deployed","Event# 2 99LY9W99","Non Deployment",0,-4.34,2,"Not deployed"
"195008551","2005-74-046","2005","Angle/sideswipe",2,1999,"CHEVROLET","C, K, R, V-SERIES PICKUP","1873","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW02","Deployment",NA,-19.09,1,"Deployed"
"613008287","2005-48-048","2005","Angle/sideswipe",1,1998,"CHEVROLET","MALIBU (1997+)","1440","Left","Moderate","Not deployed","Event# 1 09LZEW03","Non Deployment",NA,0,1,"Not deployed"
"152008804","2005-08-154","2005","Head-on",2,2002,"CHEVROLET","CAVALIER","1188","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Non Deployment",30,-28.96,1,"Deployed"
"177008104","2005-41-033","2005","Angle/sideswipe",1,2002,"FORD","RANGER","1502","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 70FDEW02","Deployment",NA,-20.65,1,"Deployed"
"177008104","2005-41-033","2005","Angle/sideswipe",2,2003,"SATURN","VUE","1443","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RPEW03","Deployment",14,-11.68,1,"Deployed"
"151008128","2005-49-015","2005","Angle/sideswipe",2,1999,"PONTIAC","GRAND AM","1413","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RYEW02","Deployment",NA,-27.43,1,"Deployed"
"173008507","2005-12-093","2005","Object off road",1,2002,"CHEVROLET","S-10/T-10","1485","Front","Moderate","Not deployed","Event# 1 12FLMN01","Non Deployment",62,-0.44,1,"Not deployed"
"173008506","2005-12-092","2005","Angle/sideswipe",1,2004,"CHEVROLET","TRAILBLAZER (2003+)","2046","Front","Moderate","Not deployed","Event# 1 12FREE04","Non Deployment",14,-8.06,1,"Not deployed"
