"caseid","casestr","year","config","veh_no","veh_year","veh_make","veh_model","veh_wt","veh_plane","veh_severity","front_ab","edr_cdc","edr_deploy","edr_speed","edr_dV_long","event_no","sw_deploy"
"162008196","2004-73-238","2004","Object off road",1,1999,"PONTIAC","GRAND AM","1391","Front","Moderate","Not deployed","Event# 1 12FLEE04","Non Deployment",NA,-3.51,1,"Not deployed"
"162007969","2004-73-199","2004","Angle/sideswipe",1,2001,"CHEVROLET","MALIBU (1997+)","1390","Right","Moderate","Deployed, details unknown","Event# 1 04RBEW03","Deployment",19,-2.94,1,"Deployed"
"162007969","2004-73-199","2004","Angle/sideswipe",2,2004,"CHEVROLET","COLORADO","1731","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",32,-14.57,1,"Deployed"
"178008047","2004-43-104","2004","Rear end",2,2002,"CHEVROLET","CAMARO","1623","Back","Moderate","Not deployed","Event# 1 06BDEW04","Non Deployment",33,-1.32,1,"Not deployed"
"178007842","2004-43-014","2004","Angle/sideswipe",2,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Right","Moderate","Not deployed","Event# 1 02RYEW03","Deployment",25,-2.79,1,"Not deployed"
"179007112","2004-45-012","2004","Head-on",2,1999,"OLDSMOBILE","AURORA","1799","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW01","Deployment",NA,-11.41,1,"Deployed"
"178008145","2004-43-147","2004","Angle/sideswipe",1,1998,"CHEVROLET","MALIBU (1997+)","1406","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW01","Deployment",NA,-8.56,1,"Deployed"
"195007888","2004-74-160","2004","Angle/sideswipe",1,1997,"CHEVROLET","SUBURBAN ('50-'03)","2446","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",NA,-9.87,1,"Not deployed"
"158007266","2004-76-058","2004","Angle/sideswipe",1,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2613","Front","Unknown","Not deployed","Event# 1 99999999","Non Deployment",11,-4.34,1,"Not deployed"
"177007744","2004-41-140","2004","Head-on",2,2004,"CADILLAC","ESCALADE","2434","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",44,-13.64,1,"Deployed"
"179007594","2004-45-120","2004","Angle/sideswipe",2,2000,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FYEW02","Deployment",34,-11.02,1,"Deployed"
"177006984","2004-41-022","2004","Rollover",1,2003,"GMC","FULLSIZE JIMMY/YUKON","2190","Top","Minor","Not deployed","Event# 1 00TZDO02","Non Deployment",31,0,1,"Not deployed"
"177007765","2004-41-142","2004","Angle/sideswipe",2,1999,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 81FDEW02","Deployment",NA,-13.38,1,"Deployed"
"536007167","2004-76-039","2004","Object off road",1,2003,"CHEVROLET","CAVALIER","1201","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW01","Deployment",0,-10.53,1,"Deployed"
"158007987","2004-76-161","2004","Angle/sideswipe",1,2005,"GMC","C, K, R, V-SERIES PICKUP","2140","Right","Moderate","Not deployed","Event# 1 02RYEW03","Non Deployment",11,-4.96,1,"Not deployed"
"197007048","2004-76-014","2004","Rollover",1,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2108","Right","Moderate","Not deployed","Event# 1 02FREE02","Non Deployment",47,-4.65,1,"Not deployed"
"179007695","2004-45-148","2004","Head-on",1,1996,"SATURN","SL","1050","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEN02","Deployment",NA,-16.67,1,"Deployed"
"178008488","2004-43-266","2004","Rear end",1,1998,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1469","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW01","Deployment",NA,-21.28,1,"Deployed"
"157007502","2004-78-033","2004","Rollover",1,2001,"GMC","FULLSIZE JIMMY/YUKON","1920","Top","Severe","Not deployed","Event# 1 00TDDO05","Non Deployment",1,-0.14,1,"Not deployed"
"178008302","2004-43-196","2004","Angle/sideswipe",1,2002,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1337","Left","Moderate","Not deployed","Event# 1 11LPAW02","Non Deployment",3,-5,1,"Not deployed"
"178008762","2004-43-332","2004","Angle/sideswipe",2,2002,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1628","Left","Moderate","Not deployed","Event# 1 70LFEE03","Non Deployment",11,-7.44,1,"Not deployed"
"179007591","2004-45-117","2004","Rear end",2,2003,"BUICK","CENTURY","1528","Front","","Not deployed","Event# 1 12FYEW01","Non Deployment",11,-13.6,1,"Not deployed"
"179007912","2004-45-204","2004","Angle/sideswipe",2,2000,"GMC","G-SERIES VAN","2426","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",NA,-20.4,1,"Deployed"
"157007362","2004-78-008","2004","Angle/sideswipe",1,1997,"BUICK","CENTURY","1519","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FDEW02","Deployment",NA,-23.04,1,"Deployed"
"157007443","2004-78-022","2004","Rollover",1,2002,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1199","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 00TDDO03","Non Deployment",2,-12.73,2,"Deployed"
"179007874","2004-45-197","2004","Rollover",1,1998,"CHEVROLET","S-10/T-10","1398","Front","Moderate","Deployed during crash (as a result of impact)","Event# 10 12FZEN03","Deployment",NA,-24.57,10,"Deployed"
"157007464","2004-78-027","2004","Angle/sideswipe",1,2002,"OLDSMOBILE","ALERO","1427","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RYEW03","Non Deployment",11,-19.75,1,"Deployed"
"179007394","2004-45-070","2004","Head-on",2,1999,"CHEVROLET","S-10/T-10","1425","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-17.99,1,"Deployed"
"178008303","2004-43-197","2004","Head-on",2,2002,"PONTIAC","GRAND PRIX (FWD)","1555","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Non Deployment",NA,-29.84,1,"Deployed"
"178008305","2004-43-199","2004","Head-on",2,1997,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1627","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-19.75,1,"Deployed"
"177007206","2004-41-050","2004","Rollover",2,2001,"CHEVROLET","SUBURBAN ('50-'03)","2565","Right","Moderate","Not deployed","Event# 1 02RZEW02","Non Deployment",34,-3.07,1,"Not deployed"
"179007395","2004-45-071","2004","Angle/sideswipe",2,2001,"PONTIAC","AZTEK","1805","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",4,-26.71,1,"Deployed"
"908002851","2004-42-102","2004","Head-on",1,2003,"CHEVROLET","S-10/T-10","1451","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 92FDEW05","Deployment",50,-44,1,"Deployed"
"150006844","2004-82-015","2004","Angle/sideswipe",1,2001,"CHEVROLET","S-10 BLAZER, BLAZER","1882","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LFEW01","Deployment",14,-10.54,1,"Deployed"
"155007189","2004-81-014","2004","Object off road",1,1999,"CADILLAC","DEVILLE/FLEETWOOD","1843","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FRLE03","Non Deployment",35,-24.79,1,"Deployed"
"156007708","2004-79-040","2004","Rear end",1,2002,"CHEVROLET","S-10/T-10","1496","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",32,-12.73,1,"Deployed"
"179007773","2004-45-170","2004","Rear end",2,1999,"CHEVROLET","S-10/T-10","1398","Top","Severe","Not deployed","Event# 1 07LBEW03","Non Deployment",NA,0,1,"Not deployed"
"178008686","2004-43-321","2004","Rear end",2,1997,"SATURN","SL","1053","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-25.01,1,"Deployed"
"150007684","2004-82-164","2004","Head-on",1,2000,"CHEVROLET","CAVALIER","1214","Front","Severe","Deployed during crash (as a result of impact)","Event# 2 12FCEN03","Deployment",35,-40.18,2,"Deployed"
"156007852","2004-79-072","2004","Angle/sideswipe",2,1999,"PONTIAC","GRAND AM","1413","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Deployment",NA,-19.97,1,"Deployed"
"179007933","2004-45-210","2004","Head-on",3,2001,"GMC","C, K, R, V-SERIES PICKUP","1986","Front","Severe","Deployed during crash (as a result of impact)","Event# 2 12FYEW04","Deployment",72,-13.01,2,"Deployed"
"156007770","2004-79-051","2004","Rear end",2,2001,"BUICK","REGAL (FWD)","1617","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FDEW01","Deployment",17,-6.72,2,"Deployed"
"156007989","2004-79-104","2004","Head-on",1,2002,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1068","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW02","Deployment",20,-12.73,1,"Deployed"
"158007385","2004-76-076","2004","Object off road",1,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2496","Front","Moderate","Not deployed","Event# 1 01FDEW02","Non Deployment",45,-22.01,1,"Not deployed"
"158007725","2004-76-131","2004","Object off road",1,2001,"CHEVROLET","S-10 BLAZER, BLAZER","1711","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 00FZWW09","Deployment",4,-5.97,2,"Deployed"
"155007626","2004-81-077","2004","Angle/sideswipe",1,1998,"GMC","JIMMY/TYPHOON/ENVOY","1891","Front","Moderate","Not deployed","Event# 1 01FZEW01","Non Deployment",NA,-12.51,1,"Not deployed"
"158007427","2004-76-084","2004","Angle/sideswipe",2,1999,"CHEVROLET","CAVALIER","1214","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LFEW05","Non Deployment",NA,-0.44,1,"Deployed"
"157007863","2004-78-098","2004","Rollover",1,2001,"PONTIAC","GRAND AM","1391","Top","Severe","Not deployed","Event# 1 03R99999","Non Deployment",86,-5.27,1,"Not deployed"
"150007446","2004-82-127","2004","Rear end",1,1998,"CADILLAC","SEVILLE","1815","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-17.55,1,"Deployed"
"597007785","2004-76-139","2004","Angle/sideswipe",1,1997,"CHEVROLET","LUMINA","1644","Front","Moderate","Not deployed","Event# 1 01F99999","Non Deployment",NA,-4.39,1,"Not deployed"
"597007465","2004-76-085","2004","Angle/sideswipe",1,2003,"CHEVROLET","IMPALA/CAPRICE","1533","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FYEW02","Deployment",39,-21.7,1,"Deployed"
"155007787","2004-81-097","2004","Rear end",3,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2277","Front","Moderate","Not deployed","Event# 1 12FLEE05","Non Deployment",30,-7.13,1,"Not deployed"
"150007267","2004-82-085","2004","Angle/sideswipe",1,2004,"CHEVROLET","TRAILBLAZER (2003+)","2137","Right","Moderate","Not deployed","Event# 1 12RYEW02","Non Deployment",18,-0.31,1,"Not deployed"
"150007225","2004-82-074","2004","Angle/sideswipe",1,1998,"PONTIAC","FIREBIRD/TRANS AM","1507","Right","Moderate","Not deployed","Event# 1 02RFEW01","Non Deployment",NA,0,1,"Not deployed"
"150007465","2004-82-130","2004","Angle/sideswipe",1,1999,"GMC","S15/T15/SONOMA","1437","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FLEE02","Deployment",NA,-9.21,2,"Deployed"
"158007566","2004-76-102","2004","Angle/sideswipe",2,1999,"CHEVROLET","CAVALIER","1214","Left","Moderate","Not deployed","Event# 1 10LYEW03","Non Deployment",NA,0,1,"Not deployed"
"158007567","2004-76-103","2004","Object off road",1,2003,"CHEVROLET","CAVALIER","1201","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREE05","Deployment",45,-14.92,1,"Deployed"
"150007266","2004-82-084","2004","Angle/sideswipe",2,1995,"BUICK","LESABRE/CENTURION/WILDCAT","1561","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW01","Deployment",NA,-9,1,"Deployed"
"158007609","2004-76-112","2004","Object off road",1,1995,"CHEVROLET","LUMINA","1510","Front","Moderate","Not deployed","Event# 1 11FDEW01","Non Deployment",NA,-9.65,1,"Not deployed"
"597007787","2004-76-141","2004","Rear end",1,2000,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",21,-8.91,1,"Deployed"
"597007646","2004-76-117","2004","Head-on",2,2004,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FLEW01","Deployment",4,-16.67,1,"Deployed"
"158007806","2004-76-143","2004","Rollover",1,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","2869","Top","Moderate","Not deployed","Event# 1 00TDDO02","Non Deployment",4,0,1,"Not deployed"
"157007342","2004-78-006","2004","Head-on",1,2001,"CHEVROLET","SUBURBAN ('50-'03)","2369","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",58,-31.91,1,"Deployed"
"157007982","2004-78-124","2004","Rollover",1,2004,"CADILLAC","ESCALADE","2527","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FCEW02","Deployment",2,-8.37,1,"Deployed"
"177007326","2004-41-066","2004","Angle/sideswipe",2,2002,"CHEVROLET","CAVALIER","1187","Front","Moderate","Not deployed","Event# 1 81FDEW01","Deployment",58,-21.06,1,"Not deployed"
"910002849","2004-50-129","2004","Object off road",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","1921","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 81FDEW02","Deployment",60,-14.26,1,"Deployed"
"159007975","2004-75-153","2004","Rear end",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","2122","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYAA06","Deployment",53,-8.37,1,"Deployed"
"530002289","2004-47-043","2004","Head-on",2,2004,"GMC","C, K, R, V-SERIES PICKUP","1924","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",55,-19.22,1,"Deployed"
"149006931","2004-02-041","2004","Head-on",1,2004,"GMC","FULLSIZE JIMMY/YUKON","2604","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FDEW05","Deployment",55,-45.26,1,"Deployed"
"173007461","2004-12-083","2004","Head-on",1,2003,"GMC","C, K, R, V-SERIES PICKUP","2231","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Non Deployment",40,-23.56,1,"Deployed"
"334006954","2004-06-064","2004","Object off road",2,2001,"SATURN","SL","1061","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FDEW02","Deployment",0,-12.05,2,"Deployed"
"177007865","2005-41-002","2005","Angle/sideswipe",2,2003,"CHEVROLET","TRAILBLAZER (2003+)","2004","Left","Moderate","Not deployed","Event# 1 12LZES01","Non Deployment",13,-3.41,1,"Not deployed"
"159008579","2005-75-056","2005","Object off road",1,1998,"CHEVROLET","CAVALIER","1172","Front","Minor","Not deployed","Event# 1 12FDAW06","Non Deployment",NA,-5.49,1,"Not deployed"
"173008385","2005-12-069","2005","Rollover",1,2004,"GMC","C, K, R, V-SERIES PICKUP","2008","Top","Severe","Deployed during crash (as a result of impact)","Event# 2 00TDDO05","Non Deployment",50,-10.54,2,"Deployed"
"174007835","2005-13-056","2005","Rear end",2,2001,"FORD","F-SERIES PICKUP","2311","Back","Severe","Not deployed","Event# 1 66BDEW02","Non Deployment",NA,-1.03,1,"Not deployed"
"152007844","2005-08-002","2005","Rollover",1,2002,"CHEVROLET","S-10 BLAZER, BLAZER","1903","Left","Moderate","Not deployed","Event# 1 00LDAO02","Non Deployment",6,-0.44,1,"Not deployed"
"151008431","2005-49-063","2005","Angle/sideswipe",1,2005,"CHEVROLET","IMPALA/CAPRICE","1604","Right","Severe","Not deployed","Event# 1 62RYAW05","Non Deployment",16,-2.17,1,"Not deployed"
"701009402","2005-43-152","2005","Rear end",1,2004,"CHEVROLET","MALIBU (1997+)","1409","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",68,-20.18,1,"Deployed"
"174008057","2005-13-097","2005","Object off road",1,2002,"CHEVROLET","S-10/T-10","1485","Front","Moderate","Not deployed","Event# 1 12FRES02","Non Deployment",21,-2.63,1,"Not deployed"
"168008663","2005-09-091","2005","Angle/sideswipe",2,1997,"SATURN","SC","1082","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12RYES01","Non Deployment",NA,-29.4,2,"Deployed"
"180008052","2005-04-057","2005","Rear end",1,2002,"CHEVROLET","S-10/T-10","1451","Back","Moderate","Not deployed","Event# 1 06BDEW02","Non Deployment",0,0,1,"Not deployed"
"613008267","2005-48-043","2005","Angle/sideswipe",1,1999,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2464","Left","Moderate","Not deployed","Event# 1 10LPEW02","Non Deployment",NA,-6.36,1,"Not deployed"
"173008286","2005-12-047","2005","Angle/sideswipe",1,2002,"CHEVROLET","MALIBU (1997+)","1397","Right","Moderate","Not deployed","Event# 1 03RFEW02","Non Deployment",NA,-0.44,1,"Not deployed"
"173008286","2005-12-047","2005","Angle/sideswipe",2,2000,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Front","Minor","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",53,-10.75,1,"Deployed"
"162008879","2005-73-149","2005","Angle/sideswipe",1,2002,"MERCURY","MARQUIS/MONTEREY","1798","Front","Moderate","Not deployed","Event# 1 10F9E999","Deployment",NA,-7.43,1,"Not deployed"
"173009008","2005-12-205","2005","Angle/sideswipe",2,2005,"CHEVROLET","LUMINA APV/VENTURE","2430","Left","Moderate","Not deployed","Event# 1 11LPEW02","Non Deployment",22,-5.27,1,"Not deployed"
"163009348","2005-72-145","2005","Angle/sideswipe",1,2004,"CHEVROLET","CAVALIER","1217","Left","Moderate","Not deployed","Event# 1 09LFEW02","Non Deployment",7,0,1,"Not deployed"
"150008345","2005-82-054","2005","Head-on",1,2005,"CHEVROLET","IMPALA/CAPRICE","1604","Front","Minor","Not deployed","Event# 1 01FDEW01","Non Deployment",11,-5.89,1,"Not deployed"
"173008426","2005-12-079","2005","Object off road",1,2005,"BUICK","LACROSSE","1588","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12U99999","Deployment",4,-25.89,2,"Deployed"
"910003254","2005-50-034","2005","Angle/sideswipe",1,1997,"PONTIAC","GRAND AM","1305","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW01","Deployment",NA,-10.31,1,"Deployed"
"602008191","2005-49-025","2005","Angle/sideswipe",2,2003,"FORD","MUSTANG/MUSTANG II","1423","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FREE05","Deployment",NA,-11.65,1,"Deployed"
"114007487","2005-05-072","2005","Object off road",1,2003,"PONTIAC","GRAND AM","1383","Front","Moderate","Not deployed","Event# 2 12FREE03","Non Deployment",62,-3.51,2,"Not deployed"
"151008864","2005-49-190","2005","Rear end",2,2005,"CHEVROLET","C, K, R, V-SERIES PICKUP","2023","Left","Unknown","Not deployed","Event# 2 99LZ9999","Non Deployment",14,-2.17,2,"Not deployed"
"158009069","2005-76-106","2005","Angle/sideswipe",2,2004,"CHEVROLET","S-10 BLAZER, BLAZER","1739","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW02","Deployment",19,-15.8,1,"Deployed"
"169008735","2005-11-056","2005","Head-on",1,2000,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1320","Front","Moderate","Not deployed","Event# 1 11FDEW01","Non Deployment",2,-3,1,"Not deployed"
"151007988","2005-49-003","2005","Angle/sideswipe",2,2004,"GMC","C, K, R, V-SERIES PICKUP","2592","Right","Moderate","Not deployed","Event# 1 01RFEW02","Non Deployment",54,-6.82,1,"Not deployed"
"173008408","2005-12-076","2005","Object off road",1,2002,"CHEVROLET","AVALANCHE","2564","Front","Moderate","Not deployed","Event# 1 03FDES01","Non Deployment",24,-14.04,1,"Not deployed"
"530003278","2005-47-020","2005","Angle/sideswipe",2,1998,"CHEVROLET","S-10 BLAZER, BLAZER","1717","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-11.63,1,"Deployed"
"162008199","2005-73-001","2005","Head-on",2,1999,"CHEVROLET","S-10/T-10","1686","Front","Unknown","Not deployed","Event# 2 11FLEW99","Non Deployment",NA,-12.07,2,"Not deployed"
"174007777","2005-13-047","2005","Angle/sideswipe",2,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2459","Front","Minor","Not deployed","Event# 1 12FLEE01","Non Deployment",30,-3.1,1,"Not deployed"
"174007657","2005-13-022","2005","Rollover",1,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","2227","Top","Moderate","Not deployed","Event# 1 00TDDO03","Non Deployment",25,-0.44,1,"Not deployed"
"169008553","2005-11-042","2005","Angle/sideswipe",1,1995,"BUICK","REGAL","1513","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RFEW02","Deployment",NA,-14.04,1,"Deployed"
"613008931","2005-48-243","2005","Angle/sideswipe",2,2002,"FORD","F-SERIES PICKUP","2759","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Deployment",NA,-8.22,1,"Deployed"
"179008395","2005-45-059","2005","Angle/sideswipe",2,1997,"CHEVROLET","LUMINA","1532","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LYEW01","Deployment",NA,-10.97,1,"Deployed"
"178009207","2005-43-098","2005","Angle/sideswipe",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","2468","Front","Moderate","Not deployed","Event# 1 11FZEW01","Non Deployment",37,-1.86,1,"Not deployed"
"173009088","2005-12-221","2005","Object off road",1,1999,"OLDSMOBILE","DELTA 88","1567","Front","Severe","Deployed during crash (as a result of impact)","Event# 2 12FZEW03","Deployment",NA,-12.73,2,"Deployed"
"177008026","2005-41-023","2005","Object off road",1,1999,"SATURN","SC","1108","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FLE999","Deployment",NA,-27.97,1,"Deployed"
"152008143","2005-08-060","2005","Rear end",1,1999,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1213","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-15.58,1,"Deployed"
"174007717","2005-13-033","2005","Angle/sideswipe",1,2003,"SATURN","VUE","1570","Left","Minor","Not deployed","Event# 1 08LYEN01","Non Deployment",55,0,1,"Not deployed"
"174007717","2005-13-033","2005","Angle/sideswipe",2,2002,"FORD","ESCAPE","1430","Front","Minor","Not deployed","Event# 1 01FREW01","Non Deployment",NA,-3.37,1,"Not deployed"
"613008447","2005-48-087","2005","Rollover",1,2003,"GMC","JIMMY/TYPHOON/ENVOY","2124","Top","Moderate","Not deployed","Event# 2 00TYDO03","Non Deployment",62,-5.89,2,"Not deployed"
"152007862","2005-08-003","2005","Angle/sideswipe",1,1998,"CHEVROLET","ASTRO VAN","899","Front","Moderate","Not deployed","Event# 1 12FYEW01","Non Deployment",NA,-7.02,1,"Not deployed"
"195008369","2005-74-006","2005","Object off road",1,2000,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREE02","Non Deployment",12,-14.51,1,"Deployed"
"173008465","2005-12-087","2005","Rear end",2,2004,"CHEVROLET","IMPALA/CAPRICE","1572","Front","Moderate","Not deployed","Event# 1 99F99999","Non Deployment",70,-13.64,1,"Not deployed"
"173008186","2005-12-024","2005","Angle/sideswipe",2,2003,"CHEVROLET","CAVALIER","1238","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LFEW02","Deployment",16,-9.65,1,"Deployed"
"173008245","2005-12-037","2005","Angle/sideswipe",2,2004,"GMC","C, K, R, V-SERIES PICKUP","2747","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",27,-10.54,1,"Deployed"
"173008249","2005-12-041","2005","Angle/sideswipe",1,1996,"OLDSMOBILE","ACHIEVA","1276","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Deployment",NA,-12.94,1,"Deployed"
"114006988","2005-05-003","2005","Angle/sideswipe",3,2004,"SATURN","ION","1248","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FDEW01","Deployment",24,-10.09,2,"Deployed"
"173008566","2005-12-104","2005","Head-on",2,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREW02","Deployment",17,-18.91,1,"Deployed"
"150007825","2005-82-011","2005","Angle/sideswipe",2,1998,"SATURN","SL","1085","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW02","Deployment",NA,-14.04,1,"Deployed"
"448008024","2005-08-041","2005","Angle/sideswipe",1,2001,"CHEVROLET","ASTRO VAN","1906","Left","Moderate","Not deployed","Event# 1 10LFEW03","Non Deployment",21,-10.9,1,"Not deployed"
"178009146","2005-43-079","2005","Angle/sideswipe",2,1999,"CHEVROLET","S-10 BLAZER, BLAZER","1729","Front","Moderate","Not deployed","Event# 1 99F99999","Non Deployment",NA,-0.22,1,"Not deployed"
"195008569","2005-74-049","2005","Angle/sideswipe",2,2000,"SATURN","SL","1430","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 11LYEW02","Deployment",52,-3.73,1,"Deployed"
"174007856","2005-13-059","2005","Angle/sideswipe",1,2003,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1356","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 81FDEW04","Deployment",53,-7.46,1,"Deployed"
"150008707","2005-82-106","2005","Angle/sideswipe",1,2004,"CHEVROLET","COLORADO","1757","Right","Moderate","Not deployed","Event# 1 02RYEW01","Non Deployment",27,-3.41,1,"Not deployed"
"178009305","2005-43-126","2005","Angle/sideswipe",1,1999,"CHEVROLET","SUBURBAN ('50-'03)","2403","Front","Minor","Not deployed","Event# 1 99F99999","Non Deployment",NA,-1.54,1,"Not deployed"
"178009342","2005-43-135","2005","Angle/sideswipe",1,2002,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2291","Front","Moderate","Not deployed","Event# 1 11FDEW99","Non Deployment",50,-19.31,1,"Not deployed"
"173008747","2005-12-144","2005","Rear end",2,2004,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1558","Back","Moderate","Not deployed","Event# 1 06BDEW03","Non Deployment",23,-0.31,1,"Not deployed"
"180007814","2005-04-023","2005","Angle/sideswipe",2,2004,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Left","Moderate","Not deployed","Event# 1 11LYES01","Non Deployment",30,-6.51,1,"Not deployed"
"173008289","2005-12-050","2005","Angle/sideswipe",2,1997,"SATURN","SL","1053","Front","Moderate","Not deployed","Event# 1 12FZEW01","Non Deployment",NA,-0.22,1,"Not deployed"
"173008288","2005-12-049","2005","Object off road",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","2068","Front","Severe","Not deployed","Event# 1 00FLWN03","Non Deployment",21,-4.03,1,"Not deployed"
"536008227","2005-76-014","2005","Object off road",1,1997,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FRWN03","Non Deployment",NA,-23.04,1,"Deployed"
